is_comb;time;sliding_window_size;candidate_size;ja_version;correct;incorrect;empty_candidates;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_4;guess_perc_1;guess_perc_2;guess_perc_3;guess_perc_4
False;16.846815824508667;3;4;4;385;20;0;405;0.9506172839506173;0.04938271604938271;2.454320987654321;2.0;1;4;1;257;78;29;21;0.63;0.19;0.07;0.05
True;16.846815824508667;3;4;4;374;31;0;405;0.9234567901234568;0.07654320987654321;1.7506172839506173;1.0;1;4;1;275;62;17;20;0.68;0.15;0.04;0.05
False;16.75225305557251;3;3;4;364;41;0;405;0.8987654320987655;0.10123456790123457;2.128395061728395;2.0;3;3;1;257;78;29;0.63;0.19;0.07
True;16.75225305557251;3;3;4;354;51;0;405;0.8740740740740741;0.1259259259259259;1.5851851851851853;1.0;1;3;1;275;62;17;0.68;0.15;0.04
False;13.918694496154785;3;2;4;335;70;0;405;0.8271604938271605;0.1728395061728395;1.6493827160493828;2.0;2;2;1;257;78;0.63;0.19
True;13.918694496154785;3;2;4;337;68;0;405;0.8320987654320988;0.16790123456790124;1.385185185185185;1.0;1;2;1;275;62;0.68;0.15
False;16.5674729347229;3;1;4;257;148;0;405;0.6345679012345679;0.3654320987654321;1.0;1.0;1;1;1;257;0.63
True;16.5674729347229;3;1;4;275;130;0;405;0.6790123456790124;0.32098765432098764;1.0;1.0;1;1;1;275;0.68
False;14.870400428771973;11;4;4;384;21;0;405;0.9481481481481482;0.05185185185185185;2.454320987654321;2.0;1;4;1;262;83;25;14;0.65;0.2;0.06;0.03
True;14.870400428771973;11;4;4;373;32;0;405;0.9209876543209876;0.07901234567901234;1.7506172839506173;1.0;1;4;1;290;44;21;18;0.72;0.11;0.05;0.04
False;13.559138298034668;11;3;4;370;35;0;405;0.9135802469135802;0.08641975308641975;2.128395061728395;2.0;3;3;1;262;83;25;0.65;0.2;0.06
True;13.559138298034668;11;3;4;355;50;0;405;0.8765432098765432;0.12345679012345678;1.5851851851851853;1.0;1;3;1;290;44;21;0.72;0.11;0.05
False;11.849803924560547;11;2;4;345;60;0;405;0.8518518518518519;0.14814814814814814;1.6493827160493828;2.0;2;2;1;262;83;0.65;0.2
True;11.849803924560547;11;2;4;334;71;0;405;0.8246913580246914;0.17530864197530865;1.385185185185185;1.0;1;2;1;290;44;0.72;0.11
False;14.219761848449707;11;1;4;262;143;0;405;0.6469135802469136;0.3530864197530864;1.0;1.0;1;1;1;262;0.65
True;14.219761848449707;11;1;4;290;115;0;405;0.7160493827160493;0.2839506172839506;1.0;1.0;1;1;1;290;0.72
False;16.833872079849243;21;4;4;380;25;0;405;0.9382716049382716;0.06172839506172839;2.454320987654321;2.0;1;4;1;235;77;55;13;0.58;0.19;0.14;0.03
True;16.833872079849243;21;4;4;367;38;0;405;0.9061728395061729;0.09382716049382717;1.7506172839506173;1.0;1;4;1;278;52;24;13;0.69;0.13;0.06;0.03
False;17.171590089797974;21;3;4;367;38;0;405;0.9061728395061729;0.09382716049382717;2.128395061728395;2.0;3;3;1;235;77;55;0.58;0.19;0.14
True;17.171590089797974;21;3;4;354;51;0;405;0.8740740740740741;0.1259259259259259;1.5851851851851853;1.0;1;3;1;278;52;24;0.69;0.13;0.06
False;15.062273502349854;21;2;4;312;93;0;405;0.7703703703703704;0.22962962962962963;1.6493827160493828;2.0;2;2;1;235;77;0.58;0.19
True;15.062273502349854;21;2;4;330;75;0;405;0.8148148148148148;0.18518518518518517;1.385185185185185;1.0;1;2;1;278;52;0.69;0.13
False;15.804975032806396;21;1;4;235;170;0;405;0.5802469135802469;0.41975308641975306;1.0;1.0;1;1;1;235;0.58
True;15.804975032806396;21;1;4;278;127;0;405;0.6864197530864198;0.3135802469135803;1.0;1.0;1;1;1;278;0.69
